"","rowNum","gameid","roundNum","trialType","targetName","competitorName","notCompetitorName","speakerMessages","UtteranceType","SufficientProperty","RedundantProperty","RedExp3Cat","RedExp2Cat","redundant","clickedobject","clickedcolor","clickedmaterial","clickedoriginal","onlyColorMention","onlyMaterialMention","colormaterialMention","objnameMention","oneMention","theMention","article_Mention","ctrialType"
"614",614,"8631-d",6,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","please choose the blue plate that is different than the other three plates","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"615",615,"8631-d",8,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","please choose the purple jacket that is not shiny","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,1,0,1,1,0.515895953757225
"616",616,"8631-d",9,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","please choose the green bottle with the metal clip on the cap","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"617",617,"8631-d",10,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","please choose the blue plate that does not match the other three plates","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"618",618,"8631-d",12,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","Please choose the rectangle shaped green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"619",619,"8631-d",13,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","please choose the green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,1,1,-0.484104046242775
"620",620,"8631-d",14,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","please choose the green cup without a handle","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"621",621,"8631-d",15,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","please choose the blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"622",622,"8631-d",18,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","please choose the metallic blue pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"623",623,"8631-d",20,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","please choose the green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"624",624,"8631-d",23,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","please choose the green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,1,1,-0.484104046242775
"625",625,"8631-d",27,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","please choose the gray rectangle table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"626",626,"9484-b",1,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","Hello___The object is a green solo cup","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,1,1,1,0.515895953757225
"627",627,"9484-b",2,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","The object is a long blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,1,1,1,-0.484104046242775
"628",628,"6896-c",4,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","A green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"629",629,"6896-c",5,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","A green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"630",630,"6896-c",8,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","A green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,1,1,-0.484104046242775
"631",631,"6896-c",12,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","a blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"632",632,"6896-c",13,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","a grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"633",633,"6896-c",14,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","A green bottle___glass","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"634",634,"6896-c",15,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","a blue metal jug","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"635",635,"6896-c",16,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","Green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"636",636,"6896-c",19,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","light blue plastic plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"637",637,"6896-c",20,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"638",638,"6896-c",22,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","dark blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"639",639,"6896-c",26,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","jean jacket","only material","material","color redundant","minimal","not_redundant",0,"jacket","purple","denim",NA,0,1,0,1,0,1,1,0.515895953757225
"640",640,"6896-c",28,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green ","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"641",641,"6896-c",32,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"642",642,"7004-7",10,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","denim___jeans","only material","material","color redundant","minimal","not_redundant",0,"jacket","purple","denim",NA,0,1,0,0,0,1,1,0.515895953757225
"643",643,"7004-7",11,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","metal color of sky","only material","color","material redundant","underinformative","not_redundant",0,"chair","purple","metal",NA,0,1,0,0,0,1,1,-0.484104046242775
"644",644,"7004-7",32,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_green","metal","only material","material","color redundant","minimal","not_redundant",0,"pitcher","blue","metal",NA,0,1,0,0,0,1,1,0.515895953757225
"645",645,"9533-3",1,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"646",646,"9533-3",4,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"647",647,"9533-3",7,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green folding table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"648",648,"9533-3",10,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","purple denim looking jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"649",649,"9533-3",14,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"650",650,"9533-3",15,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","blue folding table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"651",651,"9533-3",16,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"652",652,"9533-3",17,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","grey folding table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"653",653,"9533-3",22,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","plastic bottle","only material","material","color redundant","minimal","not_redundant",0,"bottle","green","plastic",NA,0,1,0,1,0,1,1,0.515895953757225
"654",654,"9533-3",23,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green solo cup","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,0,0,0,0.515895953757225
"655",655,"9533-3",24,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"656",656,"9533-3",26,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","blue paper plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"657",657,"9533-3",28,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","blue plastic plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,0,1,1,0.515895953757225
"658",658,"9533-3",29,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","metal pitcher","only material","material","color redundant","minimal","not_redundant",0,"pitcher","blue","metal",NA,0,1,0,1,0,1,1,0.515895953757225
"659",659,"9533-3",31,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"660",660,"9533-3",32,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"661",661,"5949-7",2,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","The purple-ish jacket. Has a different design than the other 3","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,1,0,1,1,0.515895953757225
"662",662,"5949-7",4,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"663",663,"5949-7",6,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green cup   - plastic","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"664",664,"5949-7",9,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","blue plate - the darker one","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,1,1,1,0.515895953757225
"665",665,"5949-7",10,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"666",666,"5949-7",13,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green GLASS bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"667",667,"5949-7",14,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","blue desk. the larger one (and darker)","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,1,1,1,0.515895953757225
"668",668,"5949-7",15,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","gray desk","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,1,1,-0.484104046242775
"669",669,"5949-7",16,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green desk","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"670",670,"5949-7",21,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","spoon - green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"671",671,"5949-7",24,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","blue plate - the lighter colored one","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,1,1,1,0.515895953757225
"672",672,"5949-7",26,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"673",673,"5949-7",27,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"674",674,"5949-7",28,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","metal pitcher","only material","material","color redundant","minimal","not_redundant",0,"pitcher","blue","metal",NA,0,1,0,1,0,1,1,0.515895953757225
"675",675,"5949-7",29,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue desk","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"676",676,"5949-7",30,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"677",677,"1507-0",2,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"678",678,"1507-0",3,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green bottle___glass","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"679",679,"1507-0",4,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"680",680,"1507-0",5,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green shoe","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"681",681,"1507-0",6,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"682",682,"1507-0",9,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","blue steel mug ","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,0,0,0.515895953757225
"683",683,"1507-0",11,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green water can___plastic","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"684",684,"1507-0",12,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue rectangle bench ","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"685",685,"1507-0",16,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","violet shirt","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,0,0,0,0,0.515895953757225
"686",686,"1507-0",17,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","silver stool ","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"687",687,"1507-0",20,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green bench","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"688",688,"1507-0",23,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","Sky blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"689",689,"1507-0",26,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","dark blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"690",690,"1507-0",27,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","sky blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"691",691,"1507-0",28,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green cup___plastic","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"692",692,"1507-0",30,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","violet chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
